,Decade,Year,Date,Time,Location,Operator,Op_Code,Route,AC Type,Make_Type,Aboard,Fatalities,Accident_Code,Summary
3772,1991-2000,1992,09/19/1992,15:00,"Bogota, Colombia",Avesca Colombia,Passenger,Villavicencio - Mitu,Curtiss C-46F-1-CU,Curtiss,11.0,11.0,Landing/Takeoff,Crashed short of the runway after attempting an emergency return to the airport after takeoff. Engine failure.
3773,1991-2000,1992,09/21/1992,09:21,"Near Kular, Russia",Yakutavia,Passenger,Unknown,Mil Mi-8 (helicopter),Mil,10.0,10.0,Landing/Takeoff,Crashed into power lines at 40m during an approach to land.
3774,1991-2000,1992,09/26/1992,18:00,"Near Lagos, Nigeria",Military - Federal Nigerian Air Force,Military,Lagos - Kaduna,Lockheed C-130H,Lockheed,158.0,158.0,Fire,"The aircraft attempted to ditch into a canal after two engines failed on takeoff. After a third engine failed, the aircraft crashed into a marsh. Fuel contamination."
3775,1991-2000,1992,09/28/1992,14:30,"Near  Kathmandu, Nepal",Pakistan International Airlines,Passenger,Karachi - Kathmandu,Airbus A300B4-203,Airbus,167.0,167.0,War,"The plane hit cloud covered high ground while attempting to land, 9 nm short of the runway at Bhattedanda hill. The pilot began the descent too early and had miscalculated the aircraft's altitude. Failure of the crew to follow prescribed procedures."
3776,1991-2000,1992,10/04/1992,17:5,"Amsterdam, Netherlands",El Al,Passenger,Amsterdam - Tel Aviv,Boeing B-747-258F,Boeing,4.0,4.0,Machine Issue,"Shortly after taking off from Schiphol Airport, while climbing through 6,500 feet, the No. 3 engine separated with its pylon from the aircraft and damaged the leading edge of the right wing. The No. 3 engine separated in such a way that the No. 4 engine and pylon also separated from the wing. During an attempted return to the airport, the aircraft crashed into a 11 story building in the Bijlmermeer residential district. The design and certification of the B-747 pylon was found to be inadequate to provide the required level of safety. The system to ensure structural integrity by inspection failed. The separation of the No. 3 engine was initiated by fatigue (corrosion) in the inboard midspar fuse pin. This led to loss of the No. 4 engine and pylon and damage to several systems which ultimately led to loss of control of the aircraft."
3777,1991-2000,1992,10/07/1992,09:30,"Berkeley Springs, West Virginia",Miltiary - U.S. Airforce,Passenger,Training,Lockheed C-130E Hercules,Lockheed,6.0,6.0,Unknown,Struck power lines and crashed.
3778,1991-2000,1992,10/08/1992,15:00,"Near Dingxi, China",Wuhan Airlines,Passenger,Lanzhou - Xi'an,Avia 14M-40,Avia,35.0,14.0,Landing/Takeoff,Crashed 45 miles southeast of Lanzhou while attempting to return to the airport after experiencing engine failure.
3779,1991-2000,1992,10/09/1992,15:00,"Mogadiscio, Somalia",Kiev Production Association,Passenger,Unknown,Antonov 32,Antonov,13.0,1.0,Landing/Takeoff,The cargo plane veered off the runway and crashed while attempting to land at night with just the headlights of several trucks.
3780,1991-2000,1992,10/18/1992,15:00,"Near Garut, Jawa, Indonesia",Merpati Nusantara Airlines,Passenger,Semarang - Bandung,CASA 235-10,CASA,31.0,31.0,Weather,The aircraft was descending in heavy rain when it crashed into Mt. Papandayan.
3781,1991-2000,1992,10/19/1992,10:58,"Near Usti Nem, Russia",Syktyvkar Avia,Passenger,Ust'-Him - 	Syktyvkar,Antonov AN-28,Antonov,16.0,15.0,Machine Issue,Crashed on takeoff. The aircraft became airborne but then stalled and crashed. Engine failure.
3782,1991-2000,1992,10/21/1992,15:00,"Near Lake Caballochoa, Peru",Military - Peruvian Air Force,Military,Unknown,de Havilland Canada DHC-6 Twin Otter 300,de,11.0,8.0,Machine Issue,The float-plane crashed into the lake after experiencing engine failure while en route.
3783,1991-2000,1992,10/29/1992,15:00,"Chita, Russia",Aeroflot,Passenger,Petropavlovsk - Novosobrisk,Antonov AN-8,Antonov,14.0,13.0,War,"Crashed 1,600m short of the runway threshold while attempting to land at Chita."
3784,1991-2000,1992,11/11/1992,15:00,"Off Bombay, India",Military - Indian Air Force,Military,Unknown,Mil Mi-8 (helicopter),Mil,20.0,20.0,War,The rotor blades hit an oil rig in the Arabian Sea.
3785,1991-2000,1992,11/11/1992,15:00,"Near Tver, Russia",Military - Russian Air Force,Military,Migalovo AB - Yerevan,Antonov AN-22A,Antonov,33.0,33.0,Unknown,After climbing to a height of 800 ft. the plane dove into the ground. Improper loading and overloaded.
3786,1991-2000,1992,11/14/1992,07:10,"Near Nha Trang, Vietnam",Vietnam Airlines,Passenger,Ho Chi Minh City - Nha Trang,Yakovlev YAK-40,Yakovlev,31.0,30.0,Landing/Takeoff,Crashed into a hilly area while landing during a severe rainstorm.  Failure to supply an adequate weather report or interpret the report correctly. Failure to appreciate the severity of the weather encountered on route and to take appropriate evasive action. Failure to provide adequate airfield approach aids to support the all weather operations required.  Failure to maintain adequate terrain clearance.  Poor Air Traffic Control.
3787,1991-2000,1992,11/15/1992,18:45,"Near Porto Plata, Dominican Republic",Aerocaribbean - Charter,Passenger,Santo Domingo - Porto Plata,Ilyushin IL-18D,Ilyushin,34.0,34.0,Weather,Crashed into an 850 meter high peak while on approach to Puerto Plata. Controlled flight iinto terrain.
3788,1991-2000,1992,11/24/1992,07:52,"Near Guilin, China",China Southern Airlines,Passenger,Guangzhou - Guilin,Boeing B-737-3Y0,Boeing,141.0,141.0,Unknown,"The aircraft crashed into a 7,000 ft. mountain, 15 miles from the airport while on apporach. Malfunction of the thrust lever which caused a loss of control of the aircraft."
3789,1991-2000,1992,11/30/1992,21:20,"Near Harlem, Montana",Military - U.S. Air Force / Military - U.S. Air Force,Military,Unknown,Lockheed C-141B / Lockheed C141B,Lockheed,13.0,13.0,Weather,"The two aircraft on a training mission and refueling collided in darkness at 25,000 ft. and crashed to the ground. Seven killed on 65-0255 and 6 on 66-0142"
3790,1991-2000,1992,12/09/1992,15:00,"Uruapan, Mexico",Aero Sudpacifico,Passenger,Uruapan - Guadalajara,Britten-Norman BN-2B-27 Islander,Britten-Norman,9.0,9.0,Unknown,Crashed in the Sierra Madre mountains shortly after taking off.
3791,1991-2000,1992,12/13/1992,15:00,"Goma, Congo",Scibe Airlift Cargo Zaire,Others,Kindu - Goma,Fokker F-27 Friendship 400M,Fokker,37.0,37.0,Unknown,"The aircraft flew into high ground at 8,800 ft. while positioning for an approach to Goma.The accident happened in darkness. Premature descet,"
3792,1991-2000,1992,12/14/1992,15:00,"Lata, Georgia",Military - Russian Air Force,Military,Unknown,Mil Mi 8T (helicopter),Mil,61.0,61.0,War,Shot down by a surface-to-air missile by Georgian rebel forces.
3793,1991-2000,1992,12/21/1992,07:53,"Faro, Algarve, Portugal",Martinair Holland NV,Passenger,Amsterdam - Faro,McDonnell Douglas DC-10-30CF,McDonnell,340.0,56.0,War,"While attempting a second landing in high winds, during a storm, the aircraft's wing tip hit the runway resulting in the aircraft departing the runway and causing a fuel tank to explode. The high rate of descent in the final phase of the approach and the landing made on the right landing gear which exceeded the structural limitations of the aircraft.The crosswind, which exceeded the aircrafts limits and which occurred in the final phase of the approach and during landing. The combination of both factors caused stresses which exceeded the structural limitations of the aircraft. In addition, there were four moments when the pilots should have decided to abort the landing and do a go-around. This because the runway was flooded with water, the plane had left the flight path and was unstable during landing. In addition, the pilots did not properly correct for the windshear, flew too slowly and made errors with the automatic pilot."
3794,1991-2000,1992,12/22/1992,10:00,"Tripoli, Libya",Libya Arab Airlines / Military -  Libya Air Force,Military,Benghazi - Tripoli,Boeing B-727-2L5 / MiG23UB,Boeing,157.0,157.0,Unknown,"Midair collision with an Libyan Air Force fighter at 3,500 ft."
3795,1991-2000,1993,01/03/1993,15:40,"Ogden, Utah",Air Taxi - South Coast Helicopters Inc.,Passenger,Unknown,Bell 206B3,Bell,4.0,4.0,Landing/Takeoff,"The pilot was transporting personnel within a remote mountain valley in support of the commercial filming of celebrity skiers. The skiers had been filmed as they skied down a ridge, and were being flown back to the top of the ridge line. During the third go-around following three attempts to land on the ridge top landing site, the helicopter disappeared into a cloud bank and impacted the ridge at the 8,500-ft level. The pilot's continuation of VFR flight into instrument meteorological conditions, and his decision to continue his landing attempts under the adverse weather conditions."
3796,1991-2000,1993,01/06/1993,19:20,"Paris, France",Lufthansa Cityline,Passenger,Bremen - Paris,de Havilland Canada DHC-8-301,de,23.0,4.0,Landing/Takeoff,"While approaching Charles de Gaulle Airport,  a preceding Korean Air, Boeing 747 blew a tire on landing and the runway was closed. The crew had to use another runway but the aircraft entered a high sink rate and flew into the ground 5,500 feet short of the runway."
3797,1991-2000,1993,01/09/1993,15:00,"Surabaya, Indonesia",Bouraq Indonesia Airlines,Passenger,Unknown,Hawker Siddeley HS-748-234,Hawker,44.0,17.0,Fire,"The No. 2 engine lost power on takeoff. The aircraft crashed into a swamp 800m beyond the end of the runway, broke up and caught fire.  Flaps were found to be retracted.  Right propeller did not autofeather and had to be feathered manually."
3798,1991-2000,1993,01/13/1993,15:00,"Sellafield, England",Titan Airways,Passenger,Southend - Glasgow,Embraer 110P1 Bandeirante,Embraer,2.0,2.0,Weather,The cargo plane struck a mountain while descending in fog and poor visibility.
3799,1991-2000,1993,01/14/1993,08:30,"Near Bronson Creek, British Colombia, Canada",Central Mountain Air Services,Passenger,Bronson - Wrangell,Douglas C-47A,Douglas,2.0,2.0,Unknown,"After takeoff, the cargo plane, banked sharply went nose-down and crashed."
3800,1991-2000,1993,01/27/1993,15:00,"Kinshasa, Democratic Republic Congo",Trans Service Airlift,Passenger,Unknown,Nord 262A-44,Nord,21.0,3.0,Landing/Takeoff,While attempting to takeoff the cargo plane overran the runway and struck vehicles. Overloaded.
3801,1991-2000,1993,01/31/1993,15:00,"Sumatra, Indonesia",Pan Malaysian Air Transport,Passenger,Medan - Banda Aceh - Jakarta,Shorts SC-7 Skyvan 3-100,Shorts,16.0,16.0,Weather,"Crashed into Mt. Kapur 67nm from Medan in poor weather conditions with thunderstorms. The plane has not been found. Pilot was flying at 8,500 ft., below the published minimum safe altitude."
3802,1991-2000,1993,02/08/1993,14:15,"Near Tehran, Iran",Iran Air Tours  /  Military - Iranian Air Force,Military,Tehran - Khoram,Tupolev TU-154M / Sukhoi Su-24,Tupolev,133.0,133.0,Unknown,Midair collision with an Iranian Air Force fighter while taking off. One hundred thirty-one killed on the Tupolev and one killed on the Su-24.
3803,1991-2000,1993,02/10/1993,15:00,"Near Daraim, Afghanistan",Military - Afghan Republican Air Force,Military,Faisabad - Daraim,Mil Mi-8,Mil,30.0,30.0,Unknown,The helicopter crashed while en route. Overloaded and poorly maintained.
3804,1991-2000,1993,02/20/1993,15:00,"Bogota, Colombia",Cargo Three Panama,Others,Bogota-Panama,Convair CV-440,Convair,2.0,2.0,Fire,The cargo plane attempted to return to the airport after an engine caught fire but crashed in a field.
3805,1991-2000,1993,02/28/1993,15:00,"Off Green Island, Taiwan",Formosa Airlines,Passenger,Taipei-Iles Orchides,Dornier 228-201,Dornier,6.0,6.0,Landing/Takeoff,"The aircraft disappeared shortly before it was due to land and is believed to have crashed into the sea. Prior to the loss of contact, the flight had appeared to be proceeding normally. The accident occurred during daylight and in heavy rain."
3806,1991-2000,1993,03/05/1993,11:12,"Skopje, Macedonia",Palair Macedonian,Passenger,Skopje - Zürich,Fokker 100,Fokker,97.0,83.0,Weather,"The aircraft shuttered violently after takeoff,  rolled to the left, then right and crashed. Icing. Loss of roll controllability due to contamination on the wings with ice. Failure to de-ice the plane before taking off."
3807,1991-2000,1993,03/23/1993,13:35,"Near Tangara de Serra, Brazil",Oeste Linhas Aereas,Passenger,Cuiaba - Vihena - Rondonia,Embraer EMB-110 Bandeirante,Embraer,6.0,6.0,Weather,The aircraft crashed approximately 30 minutes after takeoff in rain.
3808,1991-2000,1993,03/31/1993,12:25,"Anchorage, Alaska",Japan Air Lines,Passenger,Unknown,Boeing B-747-466,Boeing,5.0,0.0,Landing/Takeoff,"The No.2 engine and pylon separated from the aircraft at 2,000 feet. The plane landed safely. The engine separation was due to an encounter with severe or possibly extreme turbulence and a fatigue crack."
3809,1991-2000,1993,04/01/1993,21:28,"Blountville, Tennesee",Private,Passenger,"Bristol, TN - Blountville, TN",Fairchild SA227-TT,Fairchild,4.0,4.0,Landing/Takeoff,"The Hooters Restaurant private plane crashed 0.5 miles outside the Outer Marker while attempting to land at the Tri-Cities airport near Bristol, Tennessee. NASCAR Winston Cup Champion Alan Kulwicki, 38, killed. Failure of the pilot to follow procedures concerning use of the engine inlet anti-icing system while operating  in icing conditions, which resulted in ice ingestion and loss of engine power. Failure of the pilot to maintain airspeed while coping with the engine problem."
3810,1991-2000,1993,04/02/1993,15:00,"Off Margarita Island, Venezuela",Linea Aeropostal Venezolana,Passenger,Test,McDonnell Douglas DC-9-15,McDonnell,11.0,11.0,Unknown,Crashed into the sea after departing Caracas on a test flight.
3811,1991-2000,1993,04/06/1993,01:10,"950 nm S of  Shemya, Alaska",China Eastern Airlines,Passenger,Shanghai - Los Angeles,McDonnell Douglas MD-11,McDonnell,264.0,2.0,Machine Issue,"The slats were inadvertently deployed while at FL 330. The aircraft progressed through several pitch oscillations and lost 5,000 feet in altitude. Inadequate design of the flap/slat actuation handle that allowed the handle to be easily and inadvertently dislodged from the UP/RET position, thereby causing extension of the leading edge slats during cruise flight."
3812,1991-2000,1993,04/19/1993,15:52,"Zwingle, Iowa",Private,Passenger,"Cincinnati, OH - Pierre, SD",Mitsubishi MU-2B-60,Mitsubishi,8.0,8.0,Landing/Takeoff,"While cruising at FL240, a fracture of the propeller hub resulted in the separation of a propeller blade and damage to the engine, nacelle, wing and fuselage causing significant degradation to aircraft performance. The aircraft was incapable of maintaining altitude and crashed into a silo while attempting to make an emergency landing. South Dakota Governor George Mickelson, 52, killed."
3813,1991-2000,1993,04/23/1993,15:00,"Zavnah, Mongolia",MIAT - Mongolian Airlines,Passenger,Ulan Bator - Bayan Olgiy,Antonov AN-26B,Antonov,40.0,32.0,Unknown,Flew into the side of Marz Mountain while descending.
3814,1991-2000,1993,04/26/1993,13:00,"Aurangabad, India",Indian Airlines,Passenger,Aurangabad - Bombay,Boeing B-737-2A8,Boeing,118.0,55.0,Human Error,"During take off, the aircraft failed to climb and struck a vehicle on a public road just beyond the end of the runway. The aircraft was substantially damaged and the pilot elected to carry out a forced landing. During the attempted landing, the aircraft struck powerlines, crashed and burned. Pilots error in initiating late rotation and following wrong rotation technique, and failure of the NAA to regulate the mobile traffic on the Beed road during the flight hours."
3815,1991-2000,1993,04/27/1993,23:00,"Off  Libreville, Gambia",Military - Zambian Air Force,Military,Lusaka - Libreville - Dakar,de Havilland  Canada  DHC-5D Buffalo,de,30.0,30.0,Fire,Crashed into the sea after taking off from Libreville Airport. An engine fire led to loss of control of the aircraft.  All eighteen members of the Zambian national soccer team killed.
3816,1991-2000,1993,04/27/1993,15:00,"Near Kholm, Afghanistan",Military - Afghan Republican Air Force,Military,Kabul - Mazar- Sharif,Antonov AN-32,Antonov,76.0,76.0,Weather,"Crashed into a hill in poor visibility, low clouds and fog."
3817,1991-2000,1993,05/11/1993,15:00,"Suva, Fiji",Fiji Air,Passenger,Unknown,Britten-Norman BN-2A-6 Islander,Britten-Norman,2.0,2.0,War,"While landing, undershot the runway and struck a vehicle. Improperly loaded."
3818,1991-2000,1993,05/15/1993,15:00,"Near Cancun, Mexico",Carga del Caribe,Passenger,Cancun - Cozumel,Douglas DC-6BF,Douglas,5.0,3.0,Unknown,The cargo plane crashed under unknown circumstances.
3819,1991-2000,1993,05/19/1993,15:04,"Near Medellin, Colombia",SAM Colombia,Passenger,Panama City - Medellin,Boeing B-727-46,Boeing,132.0,132.0,Terrorism,"The plane hit Mt. Paramo Frontino at 12,300 ft. while on approach to Maria Cordova Airport. Errors by the crew and the ATC. The aircraft descended into mountainous terrain before actually reaching the Abejorral NDB beacon. The VOR/DME had been sabotaged by terrorists and not in service."
3820,1991-2000,1993,06/06/1993,15:00,"El Yopal, Colombia",Aerotaca,Passenger,Bogota - El Yopal,de Havilland Canada DHC-6 Twin Otter 300,de,2.0,2.0,Unknown,The cargo plane impacted a hill while on visual approach to El Yopal.
3821,1991-2000,1993,06/09/1993,15:00,"Gulgubip, Papua New Guinea",Southwest Air,Passenger,Unknown,Britten-Norman  BN-2A-20 Trislander,Britten-Norman,11.0,9.0,Unknown,On final approach at low speed the left wing dropped and touched the ground during a stall or deliberate low left turn. The plane cartwheeled and broke up.
3822,1991-2000,1993,06/16/1993,15:00,"Nabire, Indonesia",Merpati Nasantara Airlines,Passenger,Unknown,de Havilland Canada DHC-6 Twin Otter 300,de,3.0,1.0,Unknown,"The cargo aboard shifted after takeoff, the plane nosed up, stalled and crashed."
3823,1991-2000,1993,06/17/1993,22:15,"Near Tbilisi, Georgia",Tajikistan Airlines,Passenger,Batumi - Baku - Chimkent,Antonov AN-26,Antonov,41.0,41.0,Weather,The crew reported they were diverting due to thunderstorms. Soon after the aircraft crashed after encountering severe turbulence.
3824,1991-2000,1993,07/01/1993,15:00,"Sorong, Irian Jaya, Indonesia",Merpati Nusantara Airlines,Passenger,Ambo - Sorong,Fokker F-28 Fellowship 3000,Fokker,43.0,41.0,Landing/Takeoff,The plane overran the runway while attempting to land in rain and reduced visibility and crashed onto a beach.
3825,1991-2000,1993,07/06/1993,15:00,"Near Ochamchire, Georgia",Military - Georgian Air Force,Military,Unknown,Mil Mi-8,Mil,23.0,23.0,War,Shot down by Abkhazi forces.
3826,1991-2000,1993,07/12/1993,14:55,"Talladega, Alabama",Private,Passenger,Birmingham - Talladega,"Helicopter, Hughes 369HS","Helicopter,",2.0,1.0,Landing/Takeoff,"The helicopter crashed while attempting to land in a confined area of the infield of the Talladega Super Speedway. The pilot of the helicopter, NASCAR race car driver Davey Allison, 30, killed. The pilot's poor in-flight decision to land downwind in a confined area that was surrounded by high obstructions, and his failure to properly compensate for the tailwind condition."
3827,1991-2000,1993,07/23/1993,15:40,"Yinchuan, China",China Northwest Airlines,Passenger,Yinchuan - Beijing,British Aerospace 146-300,British,113.0,55.0,Landing/Takeoff,The aircraft crashed into a lake after it was unable to get airborne while attempting to takeoff. Mechanical failure. Flaps selected but did not extend.
3828,1991-2000,1993,07/26/1993,15:48,"Haenam, South Korea",Asiana Airlines,Passenger,Seoul - Mokpo,Boeing B-737-5L9,Boeing,110.0,68.0,War,The aircraft hit Mt. Ungeo at 800 ft. while on approach after two missed landing attempts in high winds and heavy rain. Captain's decision to land in weather that had fallen below minima.
3829,1991-2000,1993,07/30/1993,15:00,"Serawak, Malaysia",Hornbill Airways,Passenger,Ba Kelalan - Marudi,Shorts SC-7 Skyvan 3-100,Shorts,17.0,1.0,Landing/Takeoff,The aircraft ran low of fuel while en route and crashed during the subsequent attempted forced landing on open ground in the jungle. The aircraft strayed off course after encountering poor weather conditions.
3830,1991-2000,1993,07/31/1993,13:00,"Devghat, Nepal",Everest Air,Passenger,Kathmandu - Bharatpur,Dornier Do-228-101,Dornier,19.0,19.0,Weather,"The aircraft flew into a hillside during a visual approach to Bharatpur. The accident happened in daylight and good weather, however,  the mountains were shrouded in clouds."
3831,1991-2000,1993,08/18/1993,16:56,"Leeward Point Airfield, Guantanamo Bay, Cuba",American International Airways,Passenger,"Norfolk, VA - Guantanamo, Cuba",McDonnell Douglas DC-8-61,McDonnell,3.0,0.0,Landing/Takeoff,"The cargo plane crashed 1/4 of a mile short of the runway, while on approach. the captain had decided, for no particular reason, to  land from the west, requiring a sharp turn just before the runway to stay within the US-controlled military base. He then became fixated on sighting the strobe light marking the border, not having    been informed that it was not working. Primary cause was impaired judgment, decision-making, and flying abilities of the captain and flight crew due to the effects of fatigue."
3832,1991-2000,1993,08/26/1993,15:00,"Near Aldan, Russia",Sakha Airlines,Passenger,Uchur - Aldan,Let 410UVP-E,Let,24.0,24.0,Unknown,A sudden pitch-up during approach led the crew to go-around.  The pitch-up continued until the plane stalled and crashed.  Improperly loaded baggage shifted the center of gravity beyond the acceptable limit.
3833,1991-2000,1993,08/28/1993,10:45,"Khorag, Tajikistan",Tajikistan Airlines,Passenger,Khorag - Dushanbe,Yakovlev YAK-40,Yakovlev,86.0,82.0,Machine Issue,"While taking off, the aircraft, overloaded by 3 times the number of people the plane was designed for, never got airborne, overran the runway and crashed into the Pyanj river. The crew was coerced into taking off by armed men who commandeered the plane."
3834,1991-2000,1993,09/14/1993,16:43,"Warsaw, Poland",Lufthansa,Passenger,Frankfurt - Warszawa,Airbus A320-211,Airbus,70.0,2.0,Landing/Takeoff,"The aircraft skidded off  the end of the runway while landing. The crew was made aware of windshear at approach end of runway but not of poor water drainage on the runway nor a change in wind direction. A very light touch of the runway surface with the landing gear and lack of compression of the left landing gear leg to the extent understood by the aircraft computer as the actual landing, resulted in delayed deployment of spoilers and thrust reversers. The delay was about 9 seconds. Thus, the braking commenced with delay and in a condition of heavy rain and strong tailwind the aircraft did not stop on the runway. The aircraft was named ""Kulbach."""
3835,1991-2000,1993,09/21/1993,16:25,"Sukhumi, Georgia",Transair Georgia Airlines,Passenger,Sochi - Sukhumi,Tupolev TU-134A,Tupolev,27.0,27.0,War,Crashed into the sea. Shot down with a missile by Abkhazi separatist rebels.
3836,1991-2000,1993,09/22/1993,18:30,"Sukhumi, Georgia",Transair Georgia Airlines,Passenger,Tbilisi - Sukhumi,Tupolev TU-154B,Tupolev,132.0,108.0,Terrorism,The aircraft was hit by a missile then crash landed on the runway. Terrorist act  by Abkhazian rebels.
3837,1991-2000,1993,10/04/1993,15:00,"Near Svanetia, Georgia",Military - Georgian Air Force,Military,Unknown,Mil Mi-8 (helicopter),Mil,60.0,60.0,Unknown,Unknown
3838,1991-2000,1993,10/25/1993,15:00,"Franz Josef Glacier, New Zealand",Hibiscus Air,Passenger,Glentanner - Queenstown,GAF Nomad N-22,GAF,9.0,9.0,Unknown,"The plane was on a senic flight of the Mt. Cook area and impacted Franz Josef Glacier at 4,500 ft. The aircraft became trapped in a narrow valley and as the pilot attempted to turn around within the valley the aircraft stalled while it was in a steep bank."
3839,1991-2000,1993,10/26/1993,13:04,"Fuzhou, China",China Eastern Airlines,Passenger,Shenzen - Fuzhou,McDonnell Douglas MD-82,McDonnell,80.0,2.0,Landing/Takeoff,"While landing during a rainstorm, the aircraft went off the end of the runway, into a swamp, collapsing the landing gear and breaking the fuselage into three sections."
3840,1991-2000,1993,10/27/1993,19:30,"Near Namsos, Norway",Wideroe's Flyveselksap,Passenger,Trondheim - Namsos,de Havilland Canada DHC-6 Twin Otter 300,de,20.0,7.0,Weather,"The aircraft descended below minima during a localizer approach, without a glideslope, struck the top of trees and crashed into a swamp in heavy rain showers and strong winds."
3841,1991-2000,1993,11/10/1993,18:05,"Sandy Lake, Canada",Air Manitoba,Passenger,Winnipeg - Sandy Lake,Hawker Siddeley HS-748-234 Srs. 2A,Hawker,7.0,7.0,Unknown,"The aircraft took off and made a low right turn, struck trees and crashed. The crew most likely lost situational awareness and as a result did not detect the increasing deviation from their intended flight path. Contributing factor was the loss of AC power to some of the flight instruments the reason for which could not be determined."
3842,1991-2000,1993,11/13/1993,14:55,"Urumqi, China",China Northern Airlines,Passenger,Beijing - Urumqi,McDonnell Douglas MD-82,McDonnell,102.0,12.0,War,"The plane crashed short of the runway while landing in dense fog, hitting power lines and a wall. The autopilot disconnected during approach and re-engaged with the vertical speed mode at 800ft/min."
3843,1991-2000,1993,11/15/1993,19:07,"Near Kerman, Iran",Magistralnye Avialinii,Passenger,Dubai - Kerman,Antonov AN-124,Antonov,17.0,17.0,Unknown,Crashed while in a holding pattern and after running out of fuel. The crew did not follow a standard holding pattern.
3844,1991-2000,1993,11/20/1993,23:30,"Near Ohrid, Macedonia",Aviaimpex (Macedonia),Passenger,Genèva- Skopje,Yakovlev YAK-42D,Yakovlev,116.0,116.0,War,The airliner crashed and exploded after an aborted landing at Ohrid Airport. The aircraft was diverted to Ohrid because of bad weather. Violation of airport traffic pattern. The flight had earlier carried out a missed approach but the crew had reportedly failed to follow the normal procedure and as a result lost situational awareness. The VOR beacon not working. Misunderstanding because air traffic controller spoke Macedonian while the crew used Russian and English in their transmissions.
3845,1991-2000,1993,12/01/1993,19:50,"Hibbing, Minnesota",Express Airlines - Northwest Airlink,Passenger,Minneapolis/St. Paul - Hibbing,British Aerospace Jetstream BA-3100,British,18.0,18.0,Weather,"While on approach, the aircraft collided with trees and terrain 3 miles from the runway threshold in fog and freezing drizzle. Delay by the captain to start the descent which led to a breakdown in crew coordination and the loss of altitude awareness by the flightcrew during an unstabilized approach in night instrument meteorological conditions."
3846,1991-2000,1993,12/03/1993,15:00,"Tuktoyaktuk, NWT, Canada",Arctic Wings & Rotors,Passenger,Tuktoyaktuk - Inuvik,Britten Norman BN-2A Trislander7,Britten,7.0,7.0,Machine Issue,"Four minutes after taking off the pilot reported he was having engine problems and was returning. The aircraft subsequently crashed onto a frozen lake, 7.7nm from the airfield in darkness."
3847,1991-2000,1993,12/09/1993,15:00,"Off Dakar, Senegal",Air Senegal / Gambia Airways,Passenger,Unknown,DHC-6 Twin Otter 300 / NAMC YS-11,DHC-6,3.0,3.0,Landing/Takeoff,"Midair collision. The Twin Otter, which was descending inbound to Dakar, collided with a Gambia Airways aircraft which had just taken off. The Twin Otter crashed into the sea. Failure to maintain assigned altitude. Three killed aboard the Twin Otter. The YS-11 was able to land safely."
3848,1991-2000,1993,12/13/1993,09:20,"Phonesavanh, Laos",Lao Aviation,Passenger,Vientiane - Phonesavahn,Yunshuji Y-12-II,Yunshuji,18.0,18.0,Weather,Crashed on approach to Phongsavanh Airport after striking trees in heavy fog.
3849,1991-2000,1993,12/15/1993,14:00,"Near Naga, Philippines",Military - Philippine Air Force,Military,Manila - Naga,Lockheed C-130H,Lockheed,29.0,29.0,Weather,"Flew into the side of Mt. Manase at 2,000 ft., 21nm from the airport  during a VOR approach to Naga. The pilot descended too low in heavy rain and zero visibility."
3850,1991-2000,1993,12/26/1993,20:57,"Gyumri, Armenia",Kuban Airlines,Passenger,Krasnadar - Gyumri,Antonov AN-26,Antonov,36.0,36.0,Landing/Takeoff,The aircraft stalled and crashed in fog when the tail struck the runway as the pilot attempted a go-around as it landed at Gyumri.
3851,1991-2000,1994,01/03/1994,12:08,"Near Mamony, Siberia, Russia",Baikal Air,Passenger,Irkutsk - Moscow,Tupolev TU-154M,Tupolev,124.0,124.0,Fire,"The plane crashed during takeoff following a fire in the No. 2 engine and subsequent loss of the two remaining engines. Faulty air starter unit. Crew took off ignoring the ""starter warning light"" thinking it was false.  The crew underestimated the severity of the situation due to shortcomings in the operational documentation.  Breakup of the No.2 engine starter, damaging fuel and oil lines and causing a fire."
3852,1991-2000,1994,01/07/1994,23:21,"Columbus, Ohio",Atlantic Coast Airlines (United Express),Passenger,"Washington D.C. - Columbus, OH",British Aerospace Jetstream 4101,British,8.0,5.0,Machine Issue,"The aircraft stalled 1.2 miles east of runway 28L during an ILS approach. An aerodynamic stall occurred when the flightcrew allowed the airspeed to decay to stall speed following a poorly planned and executed approach characterized by an absence of procedural discipline. Improper pilot response to the stall warning including failure to advance the power levers to maximum and inappropriately raising the flaps. Flightcrew's inexperience in a  ""glass cockpit"" automated aircraft."
3853,1991-2000,1994,02/24/1994,11:16,"Nalchik, Russia",North Western Air Transport,Passenger,Volgograd - Nalchik,Antonov AN-12V,Antonov,13.0,13.0,Unknown,"While on approach the nose pitched up, the aircraft stalled and crashed short of the runway. Icing of the horizontal stabilizer."
